Temperature,E,Esquared,Binder,C1,C1fluc,C2,C2fluc,C3,C3fluc,Cv
1.82,-0.582155,38.0683,0.488378,0.233962,0.21947299999999997,0.23003,0.217532,0.129685,0.031633,1.26128
1.83,-0.586716,38.4784,0.49783,0.232635,0.21735000000000002,0.237053,0.217069,0.12893,0.033610600000000004,1.21081
1.84,-0.577785,37.3496,0.498253,0.234578,0.224481,0.22614499999999998,0.21781899999999998,0.12881800000000002,0.032323000000000005,1.17147
1.85,-0.5869139999999999,38.4682,0.499472,0.23251,0.20889600000000003,0.238315,0.22399,0.128335,0.0332813,1.175
1.86,-0.575049,37.0448,0.487994,0.22930999999999999,0.218884,0.22886,0.21164100000000002,0.129125,0.0317673,1.14947
1.87,-0.5663579999999999,36.0896,0.485718,0.22264,0.21679400000000001,0.226258,0.21221800000000002,0.129575,0.033593200000000004,1.14772
1.88,-0.566618,36.0397,0.480499,0.228775,0.21083,0.218867,0.194603,0.13086,0.0349416,1.11311
1.89,-0.572989,36.7567,0.492055,0.235697,0.222724,0.21975799999999998,0.209944,0.13167500000000001,0.033441900000000004,1.09882
1.9,-0.560806,35.0537,0.499893,0.22427999999999998,0.21061999999999997,0.21935500000000002,0.199859,0.12961499999999998,0.0335345,0.998152
1.91,-0.5671280000000001,35.9925,0.496486,0.224682,0.21502500000000002,0.22475499999999998,0.195432,0.12941,0.033085500000000004,1.04961
1.92,-0.570288,36.7114,0.472612,0.22583999999999999,0.213288,0.225122,0.212596,0.13233299999999998,0.0370636,1.13621
1.93,-0.568781,36.4915,0.474748,0.229065,0.21783199999999997,0.22105000000000002,0.22046899999999997,0.13111299999999998,0.0370176,1.11153
1.94,-0.571008,36.657,0.479331,0.22964,0.21570999999999999,0.225665,0.205333,0.126305,0.0282405,1.07664
1.95,-0.557947,34.7008,0.497175,0.21781,0.200998,0.223258,0.197683,0.12857000000000002,0.0315726,0.938945
1.96,-0.5563830000000001,34.4932,0.496019,0.21778,0.186784,0.222932,0.19334400000000002,0.12726200000000001,0.0313301,0.920688
1.97,-0.5674319999999999,35.9813,0.497272,0.22257,0.201841,0.22881,0.20476999999999998,0.12667299999999998,0.029418299999999998,0.974891
1.98,-0.559501,35.1238,0.482992,0.21814499999999998,0.191683,0.226843,0.206382,0.125378,0.0305823,0.974317
1.99,-0.563213,35.8269,0.46639,0.22743000000000002,0.216956,0.219988,0.19705699999999998,0.12776700000000002,0.030497200000000002,1.03683
2.0,-0.558762,35.0815,0.489441,0.22702,0.215119,0.21524000000000001,0.190557,0.128252,0.0309105,0.964989
